1,154.96,252.124,42.1362,24.0
1,45.266,154.027,176.2422,24.0
1,209.277,183.56,329.025,24.0
1,133.03,214.517,46.224,24.0
1,101.807,188.012,207.264,24.0
1,41.314,141.297,84.4859,24.0
1,20.716,171.179,282.146,24.0
1,218.385,55.292,87.8598,24.0
1,132.427,93.066,225.554,24.0
1,102.758,120.739,12.0,24.0
1,199.903,203.036,238.356,24.0
1,167.839,108.709,35.1028,24.0
1,56.926,175.07,308.237,24.0
1,90.271,22.756,245.916,24.0
1,238.405,31.78,260.5,24.0
1,3.979,80.58,160.2818,24.0
1,30.073,233.047,246.437,24.0
1,59.281,67.481,220.172,24.0
1,223.42,95.776,303.336,24.0
1,67.871,244.29,188.044,24.0
1,81.415,152.121,63.2375,24.0
1,60.442,228.596,218.208,24.0
1,143.281,197.698,31.0692,24.0
1,241.894,54.311,32.4119,24.0
1,212.285,237.527,316.142,24.0
1,217.025,212.323,196.854,24.0
1,242.496,110.804,222.257,24.0
1,84.678,85.159,11.9985,24.0
1,191.515,129.114,111.1058,24.0
1,172.027,88.248,238.148,24.0
1,59.522,137.994,129.055,24.0
1,241.446,142.915,209.68,24.0
1,252.869,205.928,172.2206,24.0
1,123.079,173.735,262.149,24.0
1,120.001,137.996,163.7401,24.0
1,189.99,124.302,231.445,24.0
1,36.528,214.159,88.211,24.0
1,88.623,52.68,199.505,24.0
1,122.195,232.295,230.624,24.0
1,72.802,85.376,273.882,24.0
1,38.984,206.876,30.237,24.0
1,187.548,89.613,17.3165,24.0
1,228.761,178.075,282.297,24.0
1,191.805,18.411,122.6468,24.0
1,128.272,209.843,123.6211,24.0
1,201.029,237.735,294.947,24.0
1,2.232,240.208,101.3707,24.0
1,213.066,71.175,105.0481,24.0
1,23.716,232.531,136.313,24.0
1,121.107,143.184,314.697,24.0
1,247.505,114.472,26.7708,24.0
1,37.556,112.851,257.355,24.0
1,5.051,47.279,66.8554,24.0
1,194.483,42.615,207.25,24.0
1,170.675,252.913,227.646,24.0
1,213.51,57.473,45.8726,24.0
1,116.735,3.278,144.9392,24.0
1,11.525,153.224,312.874,24.0
1,72.016,128.207,179.2276,24.0
1,44.605,90.527,170.0048,24.0
1,115.993,159.096,31.02,24.0
1,248.799,44.205,60.3709,24.0
1,47.456,35.312,105.819,24.0
1,117.253,170.279,202.549,24.0
1,162.097,57.88,292.167,24.0
1,239.893,153.929,85.2774,24.0
1,58.728,161.309,27.7848,24.0
1,54.352,32.197,51.9782,24.0
1,213.025,158.342,12.0014,24.0
1,5.291,223.301,207.176,24.0
1,85.457,233.809,175.5663,24.0
1,215.901,94.471,100.1918,24.0
1,226.703,63.848,293.078,24.0
1,51.668,132.674,167.3497,24.0
1,45.313,207.972,57.2878,24.0
1,199.651,184.616,253.722,24.0
1,158.118,234.006,244.242,24.0
1,84.381,45.503,324.01,24.0
1,211.189,146.352,32.6625,24.0
1,254.693,178.471,51.234,24.0
1,117.847,214.394,252.243,24.0
1,242.901,45.049,297.82,24.0
1,104.791,143.078,287.085,24.0
1,36.87,234.555,288.61,24.0
1,149.746,4.998,147.8083,24.0
1,241.83,186.467,163.6235,24.0
1,234.465,219.585,238.205,24.0
1,7.15,41.841,173.4048,24.0
1,118.234,120.873,265.992,24.0
1,161.784,176.652,99.0397,24.0
1,118.038,85.06,285.284,24.0
1,64.551,148.569,189.448,24.0
1,13.734,40.898,275.472,24.0
1,36.398,89.144,262.563,24.0
1,241.788,173.025,31.8294,24.0
1,185.598,19.103,11.996,24.0
1,65.578,115.141,134.6885,24.0
1,245.218,80.995,31.4328,24.0
1,111.619,187.44,278.159,24.0
1,34.446,62.056,142.9204,24.0
1,116.426,160.514,298.77,24.0
1,40.082,162.882,94.9137,24.0
1,174.888,142.092,278.062,24.0
1,120.344,235.716,148.4745,24.0
1,184.779,2.198,91.3664,24.0
1,184.145,160.696,290.068,24.0
1,74.838,94.294,142.0767,24.0
1,191.89,251.313,188.921,24.0
1,122.988,80.457,12.0009,24.0
1,12.672,192.045,290.844,24.0
1,171.943,236.0,170.2757,24.0
1,106.887,73.626,63.7681,24.0
1,128.384,57.925,230.291,24.0
1,152.707,21.31,293.492,24.0
1,55.712,26.14,222.414,24.0
1,57.324,103.006,84.0621,24.0
1,16.161,197.176,92.1631,24.0
1,30.872,162.377,302.025,24.0
1,163.913,88.852,11.9803,24.0
1,168.606,69.262,91.8365,24.0
1,243.391,246.298,299.302,24.0
1,167.584,65.01,242.018,24.0
1,36.79,65.613,267.236,24.0
1,163.929,145.731,200.108,24.0
1,44.38,59.92,245.021,24.0
1,140.065,92.851,315.083,24.0
1,117.336,161.947,63.7476,24.0
1,64.585,182.557,207.238,24.0
1,42.814,148.624,151.8037,24.0
1,97.991,186.388,258.391,24.0
1,22.219,36.476,54.0485,24.0
1,198.739,255.533,136.1736,24.0
1,49.365,227.227,194.346,24.0
1,131.503,160.227,280.102,24.0
1,143.149,246.179,109.9353,24.0
1,206.704,127.962,248.763,24.0
1,158.956,48.928,52.8033,24.0
1,247.712,79.159,229.267,24.0
1,54.505,108.608,203.041,24.0
1,60.248,17.175,72.9881,24.0
1,237.344,21.914,193.889,24.0
1,146.778,227.333,264.316,24.0
1,255.894,51.7,116.7744,24.0
1,228.662,18.39,219.907,24.0
1,209.879,67.293,253.624,24.0
1,34.022,133.903,246.418,24.0
1,242.798,90.014,107.6955,24.0
1,22.507,10.115,174.3835,24.0
1,81.323,136.377,284.264,24.0
1,232.806,41.867,116.9999,24.0
1,147.864,255.249,250.7,24.0
1,54.394,37.195,243.671,24.0
1,252.168,167.618,267.601,24.0
1,244.895,218.676,33.1165,24.0
1,16.745,62.036,49.2736,24.0
1,193.207,203.976,188.286,24.0
1,2.494,240.328,144.3049,24.0
1,84.905,23.883,313.611,24.0
1,94.379,70.001,241.747,24.0
1,83.516,66.924,262.917,24.0
1,175.63,48.57,70.0387,24.0
1,92.711,40.104,116.2554,24.0
1,127.828,174.793,122.9894,24.0
1,83.426,222.04,220.173,24.0
1,195.745,73.334,216.67,24.0
1,106.685,26.547,303.889,24.0
1,141.953,196.294,224.317,24.0
1,157.657,208.147,11.9985,24.0
1,84.193,207.206,11.998,24.0
1,141.116,93.19,201.946,24.0
1,89.386,89.436,257.02,24.0
1,106.627,148.265,231.145,24.0
1,44.659,143.383,108.1585,24.0
1,159.937,207.549,213.112,24.0
1,37.408,36.582,35.5571,24.0
1,9.316,54.689,153.1091,24.0
1,142.723,146.58,234.199,24.0
1,250.84,194.86,97.4804,24.0
1,148.511,235.467,177.9967,24.0
1,4.195,140.895,182.0,24.0
1,182.808,211.682,147.0353,24.0
1,3.711,65.628,29.4598,24.0
1,175.976,78.226,260.188,24.0
1,114.488,77.19,226.94,24.0
1,105.497,128.308,121.8604,24.0
1,244.456,161.069,125.3671,24.0
1,126.207,115.606,12.0,24.0
1,171.916,10.189,48.7869,24.0
1,184.43,106.822,246.899,24.0
1,185.372,127.146,193.807,24.0
1,98.917,22.322,29.8029,24.0
1,233.521,104.941,200.793,24.0
1,217.908,71.505,182.806,24.0
1,81.469,215.171,121.1687,24.0
1,42.748,60.879,204.095,24.0
1,125.038,182.399,28.3302,24.0
1,99.491,45.787,169.0247,24.0
1,185.455,70.199,73.3893,24.0
1,162.986,179.87,256.974,24.0
1,59.117,191.798,148.9913,24.0
1,68.647,7.264,244.178,24.0
1,68.28,74.739,154.3205,24.0
1,1.486,205.909,31.2598,24.0
1,0.502,89.671,28.4777,24.0
1,194.648,86.462,165.7926,24.0
1,22.826,205.57,11.9787,24.0
1,208.858,143.555,164.2907,24.0
1,77.927,255.744,251.222,24.0
1,208.232,35.204,127.4531,24.0
1,250.327,235.123,192.186,24.0
1,42.312,155.363,128.8246,24.0
1,149.12,40.519,279.56,24.0
1,1.099,46.873,255.975,24.0
1,21.063,238.638,159.3626,24.0
1,98.314,252.82,11.9883,24.0
1,218.099,97.677,72.2612,24.0
1,72.314,240.907,309.135,24.0
1,123.269,205.87,288.721,24.0
1,176.555,95.566,301.046,24.0
1,142.881,138.958,11.9988,24.0
1,81.393,147.71,31.5734,24.0
1,152.857,217.249,81.8638,24.0
1,149.919,137.848,318.16,24.0
1,75.604,32.9,63.3722,24.0
1,160.298,52.573,262.082,24.0
1,183.857,53.133,162.4642,24.0
1,106.3,245.107,172.0909,24.0
1,14.153,50.013,236.09,24.0
1,60.101,36.855,168.4036,24.0
1,46.53,82.208,147.586,24.0
1,60.955,71.092,330.745,24.0
1,240.414,66.141,208.78,24.0
1,47.484,18.667,151.6075,24.0
1,140.666,2.692,170.4876,24.0
1,58.125,132.775,290.997,24.0
1,112.073,224.589,52.1311,24.0
1,170.828,58.671,136.3544,24.0
1,41.909,46.414,126.3531,24.0
1,131.654,159.71,170.8379,24.0
1,168.003,71.391,115.75,24.0
1,120.256,248.361,296.577,24.0
1,37.702,186.423,90.6755,24.0
1,177.542,187.161,134.3673,24.0
1,89.196,163.159,103.8682,24.0
1,213.311,102.484,324.042,24.0
1,165.121,95.872,164.0361,24.0
1,165.733,185.567,11.9924,24.0
1,189.467,149.011,43.4128,24.0
1,152.898,98.438,121.8088,24.0
1,170.867,170.227,309.401,24.0
1,67.475,128.215,88.6766,24.0
1,11.544,219.107,169.4843,24.0
1,25.691,223.46,270.504,24.0
1,96.248,8.097,291.369,24.0
1,238.295,42.549,83.8332,24.0
1,7.807,229.452,325.196,24.0
1,121.572,249.848,272.661,24.0
1,208.871,86.597,122.9245,24.0
1,248.606,43.624,11.9947,24.0
1,94.563,203.033,298.239,24.0
1,107.945,39.103,190.463,24.0
1,171.648,27.817,113.6915,24.0
1,234.147,180.369,237.32,24.0
1,144.722,61.362,175.119,24.0
1,175.68,109.762,12.0015,24.0
1,247.783,79.452,263.193,24.0
1,20.23,237.337,11.9894,24.0
1,237.506,223.777,208.984,24.0
1,150.261,0.797,123.5422,24.0
1,181.551,30.631,225.152,24.0
1,110.474,172.629,11.9952,24.0
1,140.049,41.088,159.1313,24.0
1,39.912,222.417,12.0,24.0
1,73.895,132.647,261.755,24.0
1,10.633,33.829,12.0027,24.0
1,111.832,163.765,137.0284,24.0
1,186.938,236.49,95.2825,24.0
1,23.735,70.378,93.5312,24.0
1,246.105,10.753,108.1057,24.0
1,161.099,202.218,143.201,24.0
1,141.768,120.513,270.654,24.0
1,195.458,154.253,202.164,24.0
1,218.897,179.853,33.5101,24.0
1,25.849,28.348,89.7814,24.0
1,184.493,108.576,157.8035,24.0
1,77.525,243.301,209.98,24.0
1,252.882,254.258,11.9214,24.0
1,49.319,128.612,190.868,24.0
1,216.143,7.875,237.467,24.0
1,148.439,121.15,140.0239,24.0
1,244.166,247.792,87.7489,24.0
1,193.31,229.862,27.9985,24.0
1,255.543,4.065,165.1441,24.0
1,96.34,217.226,30.5397,24.0
1,111.626,125.347,301.74,24.0
1,37.298,41.007,11.9996,24.0
1,255.025,85.191,161.2098,24.0
1,37.825,95.661,300.718,24.0
1,184.461,45.158,185.468,24.0
1,34.874,16.331,48.1598,24.0
1,225.914,124.824,212.094,24.0
1,185.208,66.353,12.0,24.0
1,65.371,14.501,136.1623,24.0
1,84.017,72.403,186.72,24.0
1,54.016,202.842,11.9934,24.0
1,233.844,18.372,301.394,24.0
1,25.867,229.073,112.6674,24.0
1,51.199,251.731,312.733,24.0
1,192.459,22.513,34.6662,24.0
1,146.196,94.865,338.199,24.0
1,206.033,137.485,187.324,24.0
1,214.516,97.259,157.7672,24.0
1,26.315,7.446,150.8405,24.0
1,12.086,142.942,242.815,24.0
1,136.773,155.4,199.859,24.0
1,36.858,203.402,232.779,24.0
1,153.618,160.996,323.299,24.0
1,41.057,202.149,108.4792,24.0
1,89.01,133.901,49.5907,24.0
1,123.319,225.912,272.578,24.0
1,170.168,138.908,73.8061,24.0
1,120.6,92.239,152.1456,24.0
1,2.355,146.654,111.1381,24.0
1,82.95,212.227,97.386,24.0
1,226.495,88.028,139.149,24.0
1,162.671,151.918,296.228,24.0
1,96.938,164.998,191.031,24.0
1,135.65,199.048,85.9309,24.0
1,113.145,26.177,170.9667,24.0
1,154.031,11.856,65.2412,24.0
1,222.257,112.851,141.3079,24.0
1,41.57,240.992,226.391,24.0
1,33.339,248.237,34.8582,24.0
1,100.068,52.314,31.4684,24.0
1,209.948,237.618,11.9885,24.0
1,127.575,8.658,195.178,24.0
1,87.357,110.802,185.246,24.0
1,140.876,123.371,240.016,24.0
1,251.593,202.143,49.1499,24.0
1,104.704,171.992,240.405,24.0
1,82.37,202.068,206.918,24.0
1,228.784,52.3,252.657,24.0
1,180.81,163.314,221.244,24.0
1,4.187,182.414,77.5371,24.0
1,172.506,168.045,47.18,24.0
1,216.57,67.358,206.396,24.0
1,112.307,181.593,181.998,24.0
